Merlot Wine Data,,,,,,,,,,,,,,,,,,,,,,,,
Winery,,,Tinhorn,Tinhorn,Tinhorn,Quails Gate,Quails Gate,Quails Gate,Sandhill,Sandhill,Sandhill,Nk'Mip,Nk'Mip,Nk'Mip,Inniskilin,Inniskilin,Inniskilin,Cedar Creek,Cedar Creek,Cedar Creek,Arrowleaf,Arrowleaf,Arrowleaf,
Vintage Year,,,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,
Alcohol Content,,,13.70%,13.70%,13.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.50%,14.20%,14.20%,14.20%,14%,14%,14%,13.90%,13.90%,13.90%,14.80%,14.80%,14.80%,
Bottle Depth,,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,
Feature ID,Retention Time,m/z,TH_T_50,TH_M_50,TH_B_50,QG_T_50,QG_M_50,QG_B_50,SH_T_50,SH_M_50,SH_B_50,NK_T_50,NK_M_50,NK_B_50,INN_T_50,INN_M_50,INN_B_50,CC_T_50,CC_M_50,CC_B_50,AL_T_50,AL_M_50,AL_B_50,
1.8059_983.2417,1.8059,983.2417,0.0481,0,0.094,0.0683,0,0.0544,0.0689,0.0433,0,0.0412,0.0519,0.0493,0,0.0592,0.0639,0,0.0543,0,0.0477,0.0775,0.0643,
1.806_467.21,1.806,467.21,0.2861,0.3941,0,0.1634,0,0.3697,0.2507,0,0,0,0,0.2213,0.1341,0.1835,0.1766,0.2283,0.3119,0,0.1123,0,0,
1.806_849.2753,1.806,849.2753,0,0,0,0,0,0,0,0,0.0421,0,0,0,0,0,0,0,0,0.097,0,0,0,
1.8062_905.1973,1.8062,905.1973,0,0,0.0801,0,0.1544,0.1039,0.0562,0.0873,0.0443,0,0.0747,0.0601,0.0794,0.1086,0.0725,0,0.1039,0.0811,0,0,0,
1.8062_716.1394,1.8062,716.1394,0,0,0.1021,0,0,0,0,0,0,0,0.0197,0.0409,0,0,0,0,0.0514,0,0,0,0,
1.8063_672.2942,1.8063,672.2942,0,0,0.049,0,0.036,0.0349,0,0.0451,0,0,0,0.0403,0,0,0,0,0.0524,0.0573,0,0.0385,0,
1.8065_791.09,1.8065,791.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8068_393.0778,1.8068,393.0778,0,0,0,0,0.1202,0,0,0,0,0,0,0.0187,0,0,0,0,0,0.1586,0,0.0275,0,
1.8071_193.639,1.8071,193.639,0.4469,0.5169,0.5365,0.3401,0.2491,0.4307,0.3464,0.4127,0.3464,0.2959,0.2752,0.2387,0.1689,0.1874,0.1883,0.3956,0.4464,0.4079,0.4641,0.3493,0.4725,
1.8075_575.1686,1.8075,575.1686,0,0,0,0,0,0,0,0.0728,0,0,0,0,0,0,0.0476,0,0.0873,0.0537,0,0,0,
1.8076_358.1591,1.8076,358.1591,0.253,0.5653,0.5816,0,0.3382,0.2728,0.1759,0.402,0.1265,0,0.2305,0.2907,0.2296,0.2116,0.1485,0.382,0,0.4697,0,0.1854,0.2003,
1.8076_979.2713,1.8076,979.2713,0.0248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8077_372.0973,1.8077,372.0973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8078_630.3307,1.8078,630.3307,0,0,0,0,0,0,0,0,0.0357,0,0.0668,0,0.0765,0,0,0,0,0,0.083,0,0,
1.8084_106.7465,1.8084,106.7465,0,0,0,0,0,0.0379,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8089_268.372,1.8089,268.372,0.0541,0,0,0,0,0,0,0,0,0.0435,0.0446,0,0,0,0,0,0,0,0.0143,0,0,
1.8103_462.0407,1.8103,462.0407,0,0,0,0.026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8109_710.1808,1.8109,710.1808,0.1263,0,0.0496,0,0.0228,0,0,0.0544,0,0.0393,0.0171,0,0.0194,0,0,0.0177,0,0,0,0.021,0.0463,
1.8112_975.1844,1.8112,975.1844,0.6055,0.5897,0.9469,0.5632,0.6676,0.3068,0.1811,0.3605,0.2551,0.4366,0.2676,0.3319,0.4253,0.4157,0.3308,0.3376,0.1865,0.2548,0,0.1659,0.0362,
1.8118_921.6638,1.8118,921.6638,0,0,0,0,0,0,0,0,0,0,0,0,0.013,0,0,0.0353,0,0.0437,0,0,0,
1.8122_687.0865,1.8122,687.0865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0881,0,0.1878,
1.8122_625.1624,1.8122,625.1624,0,0,0,0,0.0534,0.0509,0,0,0.043,0.0932,0.0745,0,0,0,0,0,0.0799,0.0575,0.179,0.109,0.1106,
1.8126_659.3325,1.8126,659.3325,0.0429,0,0.0521,0,0,0,0.0286,0,0.0804,0,0,0.0597,0,0,0,0,0,0,0,0,0.0388,
1.8132_935.2694,1.8132,935.2694,0.0502,0,0,0,0,0,0,0,0,0,0,0,0.0502,0,0,0,0,0,0,0.0929,0,
1.8132_938.2317,1.8132,938.2317,0,0,0.0408,0,0,0.0207,0,0,0,0,0.0469,0,0,0,0,0,0,0.015,0,0,0,
1.8137_239.0212,1.8137,239.0212,0,0,0,0,0,0,0,0,0.0779,0,0,0,0,0.0859,0,0.021,0.0817,0,0,0,0,
1.8142_575.5903,1.8142,575.5903,0.0427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8144_574.4879,1.8144,574.4879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8144_609.1513,1.8144,609.1513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1194,0,0.1391,
1.8145_831.9411,1.8145,831.9411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0407,0,0,0.0144,0,0,0.0232,
1.8145_287.1428,1.8145,287.1428,0.1922,0,0.1173,0,0.9501,0.2685,0.1313,0,0.1784,0.1508,0.1604,0.0681,0,0.25,0.3764,0.341,0.412,0.3218,0.1063,0.2264,0.3057,
1.8148_175.1407,1.8148,175.1407,0,0.3016,0.294,0,0,0.2457,0,0.0886,0,0.0885,0,0,0,0,0.0557,0,0.146,0,0,0,0.2034,
1.8148_108.6386,1.8148,108.6386,0,0,0,0,0,0,0,0,0.0462,0,0,0.0578,0,0,0,0.0792,0,0,0.0505,0,0,
1.8149_895.4451,1.8149,895.4451,0.4503,0.4161,0.3191,0.9452,0.6251,0.0518,0.5427,0.6765,0.5863,0.6466,0.7603,0.8206,0.7164,0.6996,0.5017,0.5182,0.4268,0.0398,0.5885,0.1999,0.6612,
1.8151_615.057,1.8151,615.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0491,0,0,0,
1.8151_929.2029,1.8151,929.2029,0,0,0.0408,0,0,0.0877,0,0,0,0.0733,0,0.0286,0,0,0.0924,0.0701,0,0.0439,0,0,0.1487,
1.8162_376.2055,1.8162,376.2055,0.6506,0,0.7357,0,0,0.4749,0,0.6415,0,0.5415,0.5981,0,0,0,0.1529,0,0,0,0.3796,0.2053,0.294,
1.8164_819.347,1.8164,819.347,0,0,0.0374,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,
1.8167_252.5539,1.8167,252.5539,0.0633,0.1695,0.0715,0.1262,0.1418,0.0839,0.1868,0.2154,0.1155,0.1903,0.1637,0.2103,0.225,0.1381,0.194,0.2595,0.3563,0.3445,0.3039,0.2477,0.2896,
1.8173_797.2373,1.8173,797.2373,0,0,0,0,0,0,0,0,0,0.018,0.0531,0,0,0,0,0,0,0,0,0,0,
1.8176_892.1082,1.8176,892.1082,0,0,0,0.0233,0,0,0,0,0.0589,0,0,0,0,0,0.0245,0,0,0,0.0158,0,0,
1.8179_725.1526,1.8179,725.1526,0.094,0.0582,0.1397,0,0,0,0,0.0541,0,0,0,0,0,0,0,0,0.0881,0,0.1174,0,0.1285,
1.8181_760.3861,1.8181,760.3861,0.0519,0,0,0,0,0,0,0.0582,0,0,0,0,0,0,0,0,0,0.05,0,0.0156,0,
1.8191_781.1943,1.8191,781.1943,0.1459,0,0.2554,0.1667,0.0911,0.1144,0.2506,0.2843,0.1838,0.1934,0.1874,0.0601,0.1417,0.342,0.1264,0.0914,0.0872,0.1012,0.2011,0.2185,0.1682,
1.8191_438.0897,1.8191,438.0897,0,0,0.0519,0,0,0.0419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8193_578.0587,1.8193,578.0587,0,0,0,0,0.0184,0,0,0,0,0.0287,0,0,0.0567,0.0374,0,0.0413,0.0577,0.0779,0,0.0218,0.0169,
1.8195_720.2178,1.8195,720.2178,0.0737,0,0,0,0,0,0.058,0,0.0239,0,0.0674,0,0,0,0,0,0,0,0.0171,0,0,
1.8196_927.2017,1.8196,927.2017,0,0,0.0607,0,0.1387,0.0615,0.1465,0.0631,0.1525,0.1789,0.0894,0.0781,0.1157,0.0695,0.1337,0,0.1585,0,0.1293,0.2109,0.1533,
1.8197_736.4332,1.8197,736.4332,0,0,0,0,0,0,0.0376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8204_830.8916,1.8204,830.8916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8206_109.8405,1.8206,109.8405,0,0.0598,0,0,0,0,0,0,0.06,0,0,0,0,0,0,0,0,0.0453,0,0,0,
1.8207_471.1592,1.8207,471.1592,0.5999,0.198,0.7159,1.6964,1.8784,0.8568,0.5751,0.7312,0.4684,1.1768,0.4749,0.5589,1.9771,1.4771,1.8976,2.608,1.6426,1.6412,2.2434,1.8907,2.0341,
1.8208_539.3151,1.8208,539.3151,0,0,0,0.1048,0.1145,0.1249,0.0782,0,0.0837,0,0,0.1211,0.0192,0,0,0,0,0,0,0,0.0785,
1.8209_949.1201,1.8209,949.1201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0513,0,0,
1.8209_981.1243,1.8209,981.1243,0.0402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.821_589.3731,1.821,589.3731,0.0495,0,0,0,0,0,0,0.0513,0,0,0,0,0,0,0,0,0.078,0.1388,0.0798,0.0947,0.0235,
1.8211_829.0946,1.8211,829.0946,0,0,0,0,0,0,0,0,0.0334,0,0,0,0,0,0,0,0,0,0,0,0,
1.8213_994.2278,1.8213,994.2278,0,0.0479,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0539,0,0,0,0.0419,0,
1.8219_133.3744,1.8219,133.3744,0,0,0,0,0,0,0,0,0.0381,0,0,0.0196,0.0573,0,0,0,0.0123,0,0,0,0,
1.8221_881.1912,1.8221,881.1912,0.0734,0.3931,0.1394,0.4681,0.3564,0.2055,0.3466,0.3569,0.3184,0.2523,0.2827,0.1844,0.373,0.5165,0.3454,0.1055,0.1029,0.1415,0.5276,0.3552,0.3542,
1.8222_489.1574,1.8222,489.1574,0.228,0.2776,0.5016,0.2469,0.2141,0.2754,0,0,0,0.1615,0.0148,0,0.3076,0.1282,0.2487,0.3273,0.3434,0.4721,0.3386,0.4,0.3623,
1.8223_727.3591,1.8223,727.3591,0,0,0,0,0,0,0.0506,0,0,0,0,0,0,0,0,0.0261,0,0,0,0.05,0,
1.8223_305.8694,1.8223,305.8694,0,0,0.018,0,0.0313,0,0,0.0191,0,0,0,0,0,0.0406,0.0408,0,0,0,0,0.0278,0,
1.8225_353.1065,1.8225,353.1065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,0,0,0.0365,0,0.0675,0,0,
1.8228_491.0742,1.8228,491.0742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8231_788.3772,1.8231,788.3772,0,0,0,0,0,0,0.0512,0,0.046,0,0,0,0,0,0,0,0,0,0,0,0,
1.8233_808.6755,1.8233,808.6755,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8234_120.0477,1.8234,120.0477,0,0.0327,0.027,0.0594,0.05,0.06,0.156,0.1798,0.1214,0.2222,0.1568,0.2017,0.2054,0.1246,0.2063,0.1055,0,0.1857,0.2703,0.2582,0.3724,
1.8236_880.2609,1.8236,880.2609,0,0,0.0602,0,0,0,0,0,0,0,0,0.0213,0,0,0,0,0,0,0,0,0,
1.8238_709.1711,1.8238,709.1711,0.0406,0.0663,0.301,0.0869,0.0689,0.1327,0.1017,0.0387,0,0.1225,0.0698,0.1011,0,0.1118,0.141,0,0,0,0,0.0396,0.1858,
1.8238_968.183,1.8238,968.183,0,0,0,0,0,0,0,0,0,0.0225,0,0,0,0,0,0,0.0564,0,0,0,0,
1.824_859.6171,1.824,859.6171,0,0,0,0.0545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8241_109.0259,1.8241,109.0259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278,0,0,
1.8243_170.5486,1.8243,170.5486,0,0,0,0.2042,0.0869,0.2162,0,0.1082,0,0,0,0.1149,0,0.1116,0.1581,0.1993,0.1894,0,0.1804,0.1979,0.2357,
1.8247_662.0068,1.8247,662.0068,0.0453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0372,0,0,
1.8247_994.2766,1.8247,994.2766,0.0143,0.0812,0,0,0,0.0186,0,0,0,0,0.1194,0,0,0,0.0704,0,0,0,0,0.0433,0,
1.8251_563.2751,1.8251,563.2751,0,0,0,0,0,0,0.0735,0,0,0,0,0,0,0,0,0,0,0.043,0,0,0.0508,
1.8253_966.0692,1.8253,966.0692,0,0,0,0,0.0216,0,0,0.0248,0,0,0.044,0,0,0,0,0,0,0.0202,0,0,0,
1.8253_450.2677,1.8253,450.2677,0.0386,0,0.0638,0.0567,0.0742,0.1,0.1503,0.1154,0,0,0,0.0448,0.0215,0.074,0,0.1019,0.0356,0.1313,0.088,0.1134,0.1204,
1.8254_950.1737,1.8254,950.1737,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0,0,0,0,0.0415,0,
1.8257_993.172,1.8257,993.172,0.0458,0,0,0,0.0595,0,0.0241,0,0,0,0.0372,0,0.0518,0.0262,0,0,0,0,0,0,0,
1.8257_804.4625,1.8257,804.4625,0,0,0.0136,0,0,0,0,0,0,0,0,0,0,0,0,0.0162,0,0,0,0,0,
1.826_421.2106,1.826,421.2106,0,0.1858,0.1148,0.1008,0,0,0.1396,0.0921,0.0877,0,0.142,0,0.0945,0.0773,0,0.5027,0.3487,0.2653,0,0,0.0936,
1.8262_655.1628,1.8262,655.1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8266_102.1283,1.8266,102.1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.827_966.1814,1.827,966.1814,0,0,0,0,0,0,0,0,0,0,0.0534,0.0141,0,0,0,0,0,0,0,0,0,
1.8272_178.6262,1.8272,178.6262,0,0,0,0,0.0597,0,0,0.045,0,0,0.0126,0,0,0,0,0,0,0,0,0,0,
1.8273_280.1006,1.8273,280.1006,2.9784,0.2529,2.3788,1.359,1.1809,1.0983,0.7679,0.4522,0.7444,0.6654,0.742,0.7329,0.6621,0.756,0.6953,0.5579,0.6257,0.5951,0.9548,0.9945,0.9486,
1.8274_766.4254,1.8274,766.4254,0,0.0252,0.0382,0,0,0,0,0,0,0.0554,0,0,0,0,0,0,0,0.0355,0,0,0,
1.8276_506.2004,1.8276,506.2004,0.2116,0.2105,0,0.0875,0,0,0,0.0501,0.0366,0.0938,0.0693,0.0734,0,0.1737,0.2233,0.5839,0.3382,0.2022,0,0.2379,0.3295,
1.8281_744.373,1.8281,744.373,0,0,0,0,0,0.0274,0.0455,0.0351,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8284_665.2891,1.8284,665.2891,0,0,0,0,0,0,0,0,0,0,0.0804,0,0,0,0,0,0,0,0.0928,0,0.1174,
1.8285_995.1132,1.8285,995.1132,0.029,0,0,0,0,0,0,0.0165,0,0,0,0,0,0,0.0596,0,0,0,0,0,0,
1.8287_920.6612,1.8287,920.6612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0401,0,0.0121,
1.8296_397.7645,1.8296,397.7645,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,
1.8296_136.8611,1.8296,136.8611,0,0,0,0,0,0,0,0,0,0.0301,0,0,0.0567,0.0518,0,0,0,0.0484,0,0,0,
1.8298_434.1779,1.8298,434.1779,0,0,0.076,0,0,0.0648,0,0,0,0,0,0,0,0.0521,0.1296,0,0.1508,0.044,0.0584,0,0.0328,
1.8299_621.2575,1.8299,621.2575,0,0,0,0,0.0491,0,0.1184,0,0.0764,0,0,0,0,0,0.0461,0,0.082,0,0.1276,0.1105,0,
1.8302_637.1498,1.8302,637.1498,0,0,0,0,0,0.0913,0,0.0331,0,0.0849,0,0.0593,0,0.0307,0.0747,0.2436,0,0.0838,0,0,0,
1.8302_997.1036,1.8302,997.1036,0,0,0,0,0,0,0,0,0,0.0238,0.0199,0,0,0,0,0.061,0,0,0.0512,0,0,
1.8302_629.3544,1.8302,629.3544,0,0,0,0,0,0,0,0,0,0,0,0,0.048,0,0,0,0,0,0,0,0,
1.8303_563.0825,1.8303,563.0825,0,0,0,0,0,0,0,0,0,0,0.0564,0,0,0,0.0163,0,0,0,0,0,0.0169,
1.8303_740.0833,1.8303,740.0833,0,0,0,0,0,0,0,0,0,0,0.0156,0,0,0,0,0,0,0,0,0,0,
1.8305_833.0336,1.8305,833.0336,0,0,0,0,0,0,0,0,0,0,0,0.0681,0,0,0,0,0,0,0,0.0134,0,
1.8305_631.3316,1.8305,631.3316,0,0,0,0.0651,0,0,0,0.0623,0,0,0,0,0,0,0,0,0,0.0433,0,0,0.0545,
1.8306_730.366,1.8306,730.366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062,0,0,0,0.0282,0,
1.8309_918.4256,1.8309,918.4256,0,0,0,0,0,0,0,0,0,0,0,0.0432,0,0,0,0,0,0,0,0,0,
1.831_564.2646,1.831,564.2646,0.0397,0,0,0,0,0,0,0,0,0,0,0,0.0704,0,0,0,0,0.0696,0,0.0652,0,
1.8313_806.3309,1.8313,806.3309,0,0,0,0,0.0734,0,0,0.0554,0.0165,0,0,0,0,0,0,0,0.0538,0,0.0209,0,0,
1.8315_865.2658,1.8315,865.2658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0477,0,0,0,
1.8319_372.2047,1.8319,372.2047,0.3102,0,0.296,0,0.0718,0,0.1175,0.1251,0.3164,0.2449,0.2071,0.1758,0.0688,0,0.0733,0.2566,0.1852,0.2758,0.2483,0.5511,0.333,
1.8322_643.581,1.8322,643.581,0,0,0,0,0.0395,0,0,0,0,0,0,0.0313,0,0,0,0,0.0382,0,0,0,0,
1.8322_845.2738,1.8322,845.2738,0,0,0,0,0,0,0.0635,0,0,0,0,0,0.0424,0,0,0,0,0,0,0.0365,0,
1.8326_607.0343,1.8326,607.0343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8327_308.1595,1.8327,308.1595,0,0,0.0255,0.3348,0.201,0.4618,0.4022,0.5216,0.4825,0.703,0.7976,0.8319,0.3486,0.2675,0.2539,1.1011,1.408,1.1246,2.0217,1.6823,1.9634,
1.8327_874.8884,1.8327,874.8884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8328_684.9958,1.8328,684.9958,0,0,0,0,0.0168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.833_909.2107,1.833,909.2107,0.5275,0.2688,0.448,0.6231,0.3135,0.221,0.2201,0.1961,0.3147,0.1918,0.3485,0.2546,0.1949,0.2391,0.2862,0.1194,0.1292,0.246,0.2339,0.2349,0.2059,
1.8339_366.2823,1.8339,366.2823,0,0.3849,0,0,0,0,0.3761,0.3867,0.1678,0,0.1754,0,0.2052,0,0.4009,0,0,0,0,0.3081,0.248,
1.8339_790.4636,1.8339,790.4636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8343_162.0589,1.8343,162.0589,0.0158,0.1954,0,0.2259,0.2506,0,0.4376,0.4703,0.4377,0.4424,0.4061,0.4702,0.5796,0.5566,0.598,0.2837,0.3049,0.194,0.7128,0.58,0.8549,
1.8345_665.3292,1.8345,665.3292,0.0695,0,0,0,0,0,0,0.0173,0.0256,0,0.0812,0.0277,0,0,0,0.0593,0.0782,0,0,0.0597,0.0736,
1.8345_551.2756,1.8345,551.2756,0,0,0.0831,0.0546,0.0272,0.0448,0,0,0,0,0.039,0.0325,0,0,0,0.1114,0,0,0,0,0,
1.8351_385.1105,1.8351,385.1105,0.1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0308,0,0,0,0,0,
1.8358_936.1786,1.8358,936.1786,0,0,0.0318,0,0.0515,0,0,0,0.0445,0,0,0,0,0,0.0376,0,0,0,0,0,0,
1.8358_606.0322,1.8358,606.0322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8359_501.216,1.8359,501.216,0.2645,0.0944,0.0244,0.0987,0.1363,0,0.1243,0,0.038,0.195,0,0.2266,0.1534,0.0902,0.1544,0.0666,0.1614,0,0.3762,0.1727,0.4227,
1.8362_366.1438,1.8362,366.1438,0.0377,0,0.0443,0.0517,0.0578,0,0,0.0426,0,0.0434,0.0808,0.0744,0.055,0.0968,0.0584,0.1172,0.2447,0.2324,0,0,0,
1.8364_933.0667,1.8364,933.0667,0,0,0,0,0,0.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8364_520.5842,1.8364,520.5842,0.0147,0,0,0,0,0.0328,0,0,0,0,0.0457,0,0,0,0,0,0,0,0,0,0,
1.8364_605.1422,1.8364,605.1422,1.0477,0.9141,1.2693,0.2374,1.4917,0.2452,0.7952,0.7939,0.5293,0.9403,0.9595,0.8821,0.8369,0.9151,0.7685,1.0359,1.0872,0.1159,0.2473,0.3227,0.4351,
1.8366_729.0956,1.8366,729.0956,0,0,0,0,0,0,0,0,0,0,0.0229,0,0,0,0,0,0,0,0,0,0,
1.8367_641.06,1.8367,641.06,0,0,0,0,0.0349,0,0,0,0,0,0,0,0.0205,0,0,0,0.0529,0,0,0,0,
1.8367_600.2585,1.8367,600.2585,0,0,0.0372,0,0,0,0.0927,0.0364,0.0487,0,0,0,0,0,0.0361,0.0718,0,0.1053,0.0153,0.0454,0,
1.837_543.1159,1.837,543.1159,0.1365,0,0,0,0.1418,0,0,0.0625,0.0862,0,0,0,0.0172,0,0.0422,0.1109,0.0523,0,0.0447,0.1213,0,
1.8372_383.1067,1.8372,383.1067,0.016,0,0,0,0,0,0,0,0,0,0,0.0199,0,0.0208,0.029,0.0273,0,0,0,0,0,
1.8372_631.0879,1.8372,631.0879,0,0,0.0147,0,0,0,0.0241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8373_873.118,1.8373,873.118,0,0,0,0,0,0,0.013,0,0,0,0,0,0,0,0,0,0.0384,0,0,0,0,
1.8374_726.0133,1.8374,726.0133,0,0.016,0,0,0,0,0,0,0,0.0309,0,0,0,0,0,0,0,0,0,0,0,
1.8377_811.1694,1.8377,811.1694,0.0506,0.1174,0.1993,0,0.0759,0.1647,0.2483,0.1301,0.0444,0,0.1319,0.0438,0.2133,0.1241,0.122,0,0.2106,0.1745,0.1532,0.1452,0.2677,
1.8377_547.1043,1.8377,547.1043,0.0757,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0653,0,0,0,0,0,0,
1.8377_730.0997,1.8377,730.0997,0,0,0,0,0,0,0,0,0.0118,0,0,0,0,0,0,0,0,0,0,0,0,
1.8379_686.235,1.8379,686.235,0,0,0,0.0285,0.0573,0.0409,0,0,0.0166,0.0479,0,0,0.0244,0,0.0156,0.0487,0,0.0491,0.0168,0,0.0395,
1.8383_484.1764,1.8383,484.1764,0.1807,0.1458,0.1929,0.2359,0.6461,0.6489,0.2626,0.263,0.0777,0.2132,0.2679,0.2191,0.2107,0.0773,0.1709,1.599,1.0922,1.1286,0.3297,0.279,0.3037,
1.8386_659.1079,1.8386,659.1079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8388_955.1847,1.8388,955.1847,0,0,0.0584,0,0,0,0.0943,0.0767,0,0.0704,0.0538,0.0657,0,0.08,0,0,0.0589,0.0597,0,0,0.0598,
1.8388_888.3284,1.8388,888.3284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0423,0,0.0371,0,0,
1.8389_780.4408,1.8389,780.4408,0,0,0.0368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0351,0,
1.8391_567.072,1.8391,567.072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0214,
1.8392_343.6219,1.8392,343.6219,0,0,0,0.1124,0,0.0422,0,0,0,0,0,0,0,0,0,0.1229,0,0.0641,0,0,0,
1.8392_973.1769,1.8392,973.1769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8392_194.1135,1.8392,194.1135,0,0,0,0,0,0.0506,0.1676,0.1825,0.09,0.098,0.1544,0.1034,0.2383,0,0.1766,0,0.0968,0.3064,0.3219,0.28,0.4555,
1.8396_529.0807,1.8396,529.0807,0,0,0,0,0,0.0312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
1.8396_940.2334,1.8396,940.2334,0,0,0,0,0,0,0.0813,0,0,0.0244,0,0.0142,0,0,0,0,0.0578,0,0,0,0,
1.8399_767.9823,1.8399,767.9823,0,0,0,0,0,0,0,0,0,0,0.0376,0,0,0,0,0,0,0,0.046,0,0,
1.84_624.1615,1.84,624.1615,0.2857,0.1537,0.2643,0.2888,0.1268,0.1937,0.1664,0.1874,0.1603,0.1195,0.0452,0.0867,0.2317,0.1302,0.1332,0.4406,0.4161,0.3434,0,0.2248,0.1541,
1.84_389.2738,1.84,389.2738,0.2835,0.1406,0.1802,0.1599,0.1496,0.2068,0,0.1796,0.1712,0,0,0.1366,0,0.0489,0,0.3582,0.5642,0.5879,0.1767,0.1927,0,
1.8401_160.096,1.8401,160.096,4.1328,0,0,0,0,6.6287,4.1528,3.4897,3.3589,5.1551,6.7224,5.9532,6.8079,6.2501,6.3798,7.121,7.6108,7.4941,6.6593,6.2922,6.3789,
1.8405_126.5043,1.8405,126.5043,0,0,0,0,0,0,0,0.0493,0.0169,0.0481,0,0,0,0,0,0,0,0,0,0,0,
1.8407_506.4841,1.8407,506.4841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141,0,0,0,0,
1.8411_880.1887,1.8411,880.1887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0508,0,0.0211,0,0.0214,0,0,
1.8412_683.2056,1.8412,683.2056,0,0,0,0,0,0.0547,0.0261,0,0,0,0,0,0,0,0,0,0,0,0,0.0245,0,
1.8412_720.2744,1.8412,720.2744,0,0,0,0,0,0,0,0,0,0,0.0487,0,0,0,0,0.1289,0,0,0,0,0,
1.8413_866.1993,1.8413,866.1993,0,0,0,0,0,0,0,0,0,0.0476,0,0.1519,0,0,0,0,0,0,0.0846,0,0,
1.8414_901.1231,1.8414,901.1231,0,0.019,0,0,0,0,0,0,0,0,0,0,0,0,0.0352,0.025,0,0,0,0.0694,0.0223,
