Merlot Wine Data,,,,,,,,,,,,,,,,,,,,,,,,
Winery,,,Tinhorn,Tinhorn,Tinhorn,Quails Gate,Quails Gate,Quails Gate,Sandhill,Sandhill,Sandhill,Nk'Mip,Nk'Mip,Nk'Mip,Inniskilin,Inniskilin,Inniskilin,Cedar Creek,Cedar Creek,Cedar Creek,Arrowleaf,Arrowleaf,Arrowleaf,
Vintage Year,,,2005,2005,2005,2005,2005,2005,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,2006,
Alcohol Content,,,13.70%,13.70%,13.70%,14.50%,14.50%,14.50%,14.50%,14.50%,14.50%,14.20%,14.20%,14.20%,14%,14%,14%,13.90%,13.90%,13.90%,14.80%,14.80%,14.80%,
Bottle Depth,,,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,Top,Middle,Bottom,
Feature ID,Retention Time,m/z,TH_T_50,TH_M_50,TH_B_50,QG_T_50,QG_M_50,QG_B_50,SH_T_50,SH_M_50,SH_B_50,NK_T_50,NK_M_50,NK_B_50,INN_T_50,INN_M_50,INN_B_50,CC_T_50,CC_M_50,CC_B_50,AL_T_50,AL_M_50,AL_B_50,
2.3335_857.3153,2.3335,857.3153,0.0567,0,0,0,0.0885,0,0,0,0,0,0,0,0,0,0,0,0.0359,0.0526,0,0,0.0194,
2.3335_350.1198,2.3335,350.1198,0.0725,0.0406,0,0.1919,0.145,0,0.1917,0.1295,0.1082,0.1115,0.1209,0.1298,0.1944,0.1487,0.0601,0.1563,0.2266,0.129,0.1709,0.2638,0.1205,
2.3337_658.3819,2.3337,658.3819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3337_888.3017,2.3337,888.3017,0.0447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3338_389.2385,2.3338,389.2385,0.664,0,0,0.9337,0.2015,0.1053,0.6392,0.7781,0.7327,0.9506,0.9742,0.8141,0.663,0.2311,0.2609,1.2622,0.3037,1.5839,0.6033,0.2758,0.5513,
2.3342_607.9925,2.3342,607.9925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0136,0,0.0138,0,0,0,0,
2.3345_887.1453,2.3345,887.1453,0,0,0,0.0513,0,0,0.0353,0,0.0386,0,0,0.0523,0.061,0,0,0,0,0,0.086,0,0,
2.3346_730.9255,2.3346,730.9255,0.0201,0,0,0,0,0,0,0,0.0395,0,0,0,0,0,0,0.0118,0,0,0,0,0,
2.3349_936.3682,2.3349,936.3682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0156,0,0,0.0163,
2.3352_990.8689,2.3352,990.8689,0,0,0,0,0,0.0262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3352_628.6157,2.3352,628.6157,0,0,0,0,0.0499,0,0,0,0,0,0,0,0,0,0.021,0,0,0,0,0,0,
2.3353_708.4145,2.3353,708.4145,0,0,0,0,0,0,0.0202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3353_270.0882,2.3353,270.0882,0.296,0.0577,0.1595,0.1557,0.4285,0.269,0.3762,0.3342,0.2736,0.2175,0.2476,0.3246,0.4017,0.4514,0.4152,0.3473,0.4197,0.5995,0.546,0.4648,0.4968,
2.3354_489.2505,2.3354,489.2505,0.1814,0.3096,0.4131,0.3838,0.3261,0.1871,0.0558,0.0371,0.0852,0.0426,0,0,0.139,0.1553,0.0685,0.3842,0.4424,0.2787,0.1715,0.0796,0.1441,
2.3356_800.3627,2.3356,800.3627,0,0,0,0,0.0232,0.0195,0,0,0.0322,0,0,0,0,0,0.0292,0.0293,0.054,0,0.0387,0,0,
2.3357_880.2112,2.3357,880.2112,0,0,0,0,0,0.0532,0,0,0,0,0,0,0,0,0.0449,0,0,0,0,0,0.0526,
2.3357_647.6039,2.3357,647.6039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3359_478.0706,2.3359,478.0706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.336_573.2013,2.336,573.2013,0,0,0,0.0944,0.1434,0.0869,0.3989,0.1361,0.111,0.1068,0.0459,0.1188,0.2564,0.1592,0.2379,0.1548,0.1086,0.1644,0.276,0.1884,0.3523,
2.3363_149.762,2.3363,149.762,0,0,0,0,0,0,0,0.0349,0,0,0,0,0,0,0.023,0,0,0,0,0,0,
2.3363_581.0978,2.3363,581.0978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3363_693.2967,2.3363,693.2967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0662,0.0386,0,0,0,0.0143,
2.3365_995.1692,2.3365,995.1692,0,0,0.0554,0,0.0567,0,0,0,0.0451,0,0.0168,0,0,0.0557,0,0,0.05,0,0,0,0,
2.3368_798.6764,2.3368,798.6764,0.0364,0,0.0228,0,0,0,0,0,0,0.0151,0,0,0,0,0,0,0,0.0143,0,0,0,
2.3368_347.034,2.3368,347.034,0.0619,0.0895,0,0.0869,0,0,0,0,0,0,0,0,0.0295,0,0.0484,0.0689,0,0.0571,0.0595,0.0222,0,
2.337_558.1359,2.337,558.1359,0,0,0.0329,0,0.0504,0,0.0474,0,0.0572,0.065,0.0305,0.0473,0.0491,0.0408,0,0.0214,0,0.0431,0,0.021,0,
2.3371_544.1509,2.3371,544.1509,0,0,0,0,0,0,0,0,0,0,0,0.0458,0,0,0,0,0,0,0,0,0,
2.3371_578.1428,2.3371,578.1428,0,0,0,0,0.0515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3372_265.0934,2.3372,265.0934,0,0.0993,0,0,0.0718,0,0.0752,0.1502,0.08,0.1107,0.1276,0.0408,0,0.0595,0.1002,0,0.1208,0.1381,0.188,0.1567,0.0991,
2.3372_966.2278,2.3372,966.2278,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0749,0,0.0596,0,0,0,0,0,
2.3373_850.3543,2.3373,850.3543,0,0,0.0198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0599,0.0417,0.0494,0,0,
2.3379_731.0759,2.3379,731.0759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0211,0.0157,0,0,0,
2.3381_500.1781,2.3381,500.1781,0.0534,0.0864,0,0.1048,0.1351,0.1287,0.2451,0.1791,0.0691,0.0586,0.0835,0,0.2074,0.0599,0,0.1261,0.1039,0.1449,0.168,0.1968,0.2502,
2.3382_725.1746,2.3382,725.1746,0.1827,0.3143,0.327,0.4272,0.1229,0,0.2086,0.3406,0.1293,0,0.1965,0.3208,0,0.1724,0.2801,0,0.111,0.1092,0.3493,0.3391,0,
2.3382_820.1255,2.3382,820.1255,0.2442,0,0,0.181,0.2931,0.3183,0,0,0.1969,0.2329,0.1838,0.2113,0.2332,0.2282,0,0.3656,0.3336,0.3471,0.154,0.1188,0.1993,
2.3382_848.359,2.3382,848.359,0,0,0.0266,0,0,0,0,0.0218,0,0,0.0127,0,0,0,0,0.0371,0,0.0138,0,0,0,
2.3385_627.1487,2.3385,627.1487,0.0647,0.0746,0.0777,0.6085,0.8672,0.9056,0.2,0.1836,0.16,0.3226,0.4172,0.4144,0.228,0.1797,0.2255,0.4405,0.5407,0.4529,0.1658,0.17,0.3029,
2.3386_540.9528,2.3386,540.9528,0,0,0,0,0.0406,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027,0,0,
2.3387_676.2608,2.3387,676.2608,0.1423,0,0,0,0.2574,0,0.1154,0,0.2007,0.2568,0.1888,0.0776,0.2016,0.1026,0.1378,0,0.1025,0,0.1037,0,0.1332,
2.3389_597.0415,2.3389,597.0415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3389_965.0853,2.3389,965.0853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3389_691.2707,2.3389,691.2707,0,0,0,0,0,0,0,0,0,0,0,0.0503,0,0,0.0459,0,0,0,0,0,0,
2.339_905.2678,2.339,905.2678,0,0.0485,0,0.0601,0,0,0.0759,0.0428,0,0,0,0,0,0,0,0,0,0,0,0,0.0456,
2.3393_711.3412,2.3393,711.3412,0,0.045,0.119,0.0995,0.1194,0,0,0,0.153,0,0,0,0,0,0,0.0637,0.0707,0.0939,0,0,0,
2.3395_268.7821,2.3395,268.7821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0269,0,0,0,0,0,
2.3396_767.2646,2.3396,767.2646,0,0.0508,0.058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3396_945.0184,2.3396,945.0184,0.0202,0,0,0,0,0,0,0,0,0,0,0.012,0,0,0,0,0,0,0,0,0,
2.3397_789.1699,2.3397,789.1699,1.9712,0.106,3.6722,6.2007,4.3234,4.7576,4.568,5.135,7.4271,5.0085,4.8646,5.4715,5.7009,5.9395,6.0239,5.0673,5.4058,5.269,8.77,2.3334,6.3344,
2.3397_995.3299,2.3397,995.3299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3402_922.3807,2.3402,922.3807,0,0,0,0,0,0,0,0,0.0346,0,0,0.0159,0,0,0.0372,0,0,0,0,0,0,
2.3402_737.2766,2.3402,737.2766,0,0,0,0,0,0,0,0,0,0,0,0,0.0526,0,0,0,0,0,0,0,0.0866,
2.3403_252.5527,2.3403,252.5527,0.2606,0.2639,0.2467,0.5243,0.6559,0.4807,0.838,0.684,0.5182,0.5106,0.551,0.339,0.7377,0.3768,0.7496,0.694,0.641,0.7027,1.0442,0.8289,1.1188,
2.3403_912.1651,2.3403,912.1651,0.1276,0,0,0,0.0612,0,0,0,0,0,0,0,0,0,0,0.0328,0.1191,0.1002,0,0,0,
2.3403_805.4578,2.3403,805.4578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3405_752.2828,2.3405,752.2828,0.1129,0.1275,0.0499,0.1629,0.2663,0,0.7407,0.3896,0.1527,0.172,0,0.0646,0.4885,0,0.4812,0.4066,0.4003,0.5127,0.7628,0.5042,1.1498,
2.3405_526.0907,2.3405,526.0907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0177,0,0,0,
2.3409_804.8583,2.3409,804.8583,0,0,0,0,0,0,0,0.0269,0,0,0,0,0.0156,0,0.0155,0,0.0315,0,0,0,0,
2.341_755.3623,2.341,755.3623,0,0,0.0647,0,0.0626,0,0.0286,0.0619,0,0.0786,0.0277,0,0,0,0,0.0582,0,0.0418,0.0754,0,0,
2.3411_504.535,2.3411,504.535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051,0.0168,0,0,0,0,0,
2.3411_646.2925,2.3411,646.2925,1.6495,1.7077,0.1425,3.5285,3.4082,3.8339,5.4911,3.7881,2.9146,2.1275,2.5023,2.378,1.7266,1.2164,1.7935,2.1213,2.2016,1.9717,2.9264,2.9753,3.5917,
2.3413_712.2842,2.3413,712.2842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3413_862.0629,2.3413,862.0629,0.0191,0,0.0404,0,0,0,0,0.0342,0,0,0,0,0.0235,0,0,0,0,0,0,0,0,
2.3414_462.2347,2.3414,462.2347,0,0,0,0,0,0.0722,0,0,0,0,0,0,0,0.0347,0,0,0.1113,0.0841,0,0,0,
2.3414_888.1554,2.3414,888.1554,0.0993,0,0,0.058,0.1387,0,0,0.045,0.1016,0,0.0846,0.0798,0.0962,0,0.069,0.1255,0.0881,0,0,0,0.1164,
2.3415_757.233,2.3415,757.233,0.3868,0.17,0.1544,1.3341,1.2009,1.2314,2.7185,1.996,1.5377,1.055,0.9983,1.0788,1.9084,1.1228,1.5133,1.2613,1.0493,1.4622,1.7008,2.3384,2.9966,
2.3419_832.0855,2.3419,832.0855,0,0,0,0,0.0353,0,0,0,0,0,0,0,0,0,0,0,0.0161,0,0.014,0,0,
2.3419_846.181,2.3419,846.181,0,0.0468,0,0,0,0,0,0,0,0,0,0,0,0.0162,0,0,0.0173,0,0,0,0,
2.342_262.5975,2.342,262.5975,0,0,0.0307,0,0,0,0.0521,0,0,0,0,0.0156,0,0.0546,0,0,0,0.0369,0,0,0,
2.342_688.4438,2.342,688.4438,0,0,0,0.0645,0.0562,0.0398,0,0.063,0,0,0,0,0.0429,0,0,0.0633,0.0592,0,0.0976,0.0795,0,
2.3421_646.3271,2.3421,646.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3422_815.9401,2.3422,815.9401,0,0,0,0,0,0,0,0,0,0.0209,0,0,0,0,0.0376,0,0,0,0.0224,0,0,
2.3423_790.1782,2.3423,790.1782,0.5512,0,1.0205,1.4364,1.4738,1.531,0.962,3.08,3.245,1.987,1.4882,1.9409,1.0755,2.8991,1.7587,2.0532,2.0846,1.869,0.4873,1.5409,2.1924,
2.3423_327.5065,2.3423,327.5065,0,0,0.017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3427_987.4468,2.3427,987.4468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3427_268.5235,2.3427,268.5235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0191,0,0,0,0,0,0,
2.3428_558.3705,2.3428,558.3705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0376,
2.3429_372.2077,2.3429,372.2077,0.1598,0,0.2441,0,0.095,0,0.1235,0.1831,0.1352,0.2019,0.1121,0.176,0.1253,0.0728,0.1806,0,0,0,0,0,0,
2.343_875.9677,2.343,875.9677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3433_642.2613,2.3433,642.2613,0.0228,0,0,0,0,0,0.094,0.3032,0,0,0,0,0.1831,0,0.1834,0,0,0,0.1836,0.2168,0,
2.3434_121.0826,2.3434,121.0826,0,0.825,0.486,0.4521,0.4188,0.5051,0.4193,0.2777,0.3261,0.5228,0.2644,0,0.2379,0.3203,0.3509,0.5155,0.4738,0.4413,0.4069,0.2318,0.2937,
2.3436_558.0913,2.3436,558.0913,0,0.0207,0,0,0.0399,0,0,0,0.037,0,0,0,0,0,0,0,0.0405,0,0,0.0173,0,
2.3437_574.1683,2.3437,574.1683,0.1167,0,0,0,0,0,0.0641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3438_271.0126,2.3438,271.0126,0,0,0,0,0,0,0.041,0.0531,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3438_758.2165,2.3438,758.2165,0,0,0,0,0.0456,0.1634,0.048,0,0.0591,0,0,0,0,0,0,0,0,0,0,0.0423,0,
2.3438_845.5814,2.3438,845.5814,0,0,0,0,0,0,0,0.0134,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.344_689.191,2.344,689.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3442_293.5497,2.3442,293.5497,0,0,0.0349,0,0,0,0.0566,0.054,0,0.0613,0.0597,0,0.0949,0.0589,0,0,0,0.0409,0.09,0,0,
2.3442_584.0623,2.3442,584.0623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3443_348.1482,2.3443,348.1482,0.0934,0.3151,0.1508,0,0.0892,0,0.1063,0,0.0957,0,0.1688,0.0695,0,0.0912,0,0,0.4544,0.255,0,0,0,
2.3444_262.1139,2.3444,262.1139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3449_816.3798,2.3449,816.3798,0,0,0,0.0339,0,0,0,0,0,0,0.0408,0.0242,0,0,0,0,0,0,0.0123,0,0,
2.3451_946.2762,2.3451,946.2762,0,0,0,0,0.0517,0.0911,0,0,0.0554,0.0574,0,0.1081,0.0395,0,0.0745,0.0613,0,0,0.0933,0,0,
2.3453_752.5674,2.3453,752.5674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3454_209.7688,2.3454,209.7688,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0219,0,0,0,
2.3454_977.1508,2.3454,977.1508,0,0,0,0,0,0,0.0474,0,0,0.0452,0,0,0,0,0.0504,0,0,0,0,0,0,
2.3455_778.0782,2.3455,778.0782,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0284,0,0,0,0,0,0,0.0225,
2.3456_100.2411,2.3456,100.2411,0,0,0,0,0,0,0.0448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3458_327.6555,2.3458,327.6555,0,0,0,0,0,0.0491,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3459_155.0371,2.3459,155.0371,0,0,0,0,0,0,0,0,0,0,0,0,0.0152,0,0,0,0,0,0,0,0,
2.3459_532.5293,2.3459,532.5293,0,0,0,0,0,0,0,0.0308,0,0,0,0,0.0208,0,0,0,0,0,0.058,0,0,
2.3459_571.2992,2.3459,571.2992,0,0,0,0,0.1312,0,0,0,0,0,0,0,0,0.0715,0.0328,0.123,0.1175,0,0,0,0,
2.346_457.9788,2.346,457.9788,0,0,0,0,0,0,0,0,0,0,0,0.0425,0,0,0,0,0,0,0,0,0,
2.346_724.0739,2.346,724.0739,0.0328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315,0,0,0,0,0,
2.346_859.9655,2.346,859.9655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3461_524.6221,2.3461,524.6221,0,0,0,0,0.0428,0,0,0,0,0,0,0,0,0,0.0164,0.0383,0,0,0,0,0,
2.3462_730.3471,2.3462,730.3471,0,0,0,0,0,0,0,0.0744,0.0404,0,0,0,0,0,0.0265,0.0235,0.0472,0,0.0645,0,0,
2.3463_504.4777,2.3463,504.4777,0,0,0,0,0,0,0,0,0,0,0,0.0286,0,0,0.0223,0,0,0,0,0,0,
2.3464_785.469,2.3464,785.469,0.5541,0,0,0,0.5864,0,0.4289,0.4419,0.4531,0.5544,0,0,0,0.4821,0,0,0,0,0,0,0,
2.3469_683.3464,2.3469,683.3464,0.4082,0.3801,0.5201,0.9646,1.2248,1.275,1.3276,1.7188,1.2907,0.8738,0.9734,0.7619,0.4486,0.8766,0.5854,1.6789,1.8686,1.4979,1.7,1.6885,1.3468,
2.3469_504.4201,2.3469,504.4201,0,0,0,0,0,0,0.0312,0,0,0,0,0,0,0,0,0,0,0.0139,0,0,0,
2.3469_731.0177,2.3469,731.0177,0,0,0,0,0.0181,0,0,0,0,0,0,0,0,0.0263,0,0,0,0,0,0,0,
2.3469_646.0969,2.3469,646.0969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3471_684.3464,2.3471,684.3464,0,0.1361,0.1263,0.3418,0.4671,0.4816,0.1092,0.4797,0.4946,0.3781,0.2893,0.2561,0.1661,0.1029,0.1571,0.365,0.3407,0.124,0.0874,0.5957,0.5895,
2.3473_235.1443,2.3473,235.1443,5.5002,6.6619,6.4057,5.613,5.6318,7.1255,5.5338,5.4781,4.7235,5.3553,6.2362,5.888,4.5419,4.3448,4.372,5.6335,5.5272,5.5808,4.3776,4.6354,5.0585,
2.3476_815.3372,2.3476,815.3372,0,0,0,0,0,0,0.0556,0,0,0,0,0.0386,0,0.0462,0,0,0,0.0439,0,0,0,
2.3476_967.1932,2.3476,967.1932,0,0.0724,0.0783,0.0805,0.0609,0,0.0789,0,0,0,0,0.0577,0,0,0.0716,0.0514,0.0727,0.0637,0.0437,0,0,
2.3477_927.1918,2.3477,927.1918,0.1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0501,0,0,0,0,
2.3477_651.1793,2.3477,651.1793,0,0.1785,0,0.0449,0.1461,0.0531,0.1535,0.1123,0.2466,0.1963,0.1525,0.0954,0.0987,0.2589,0.0581,0.0437,0,0.0354,0.2135,0.1794,0.3816,
2.3478_726.1141,2.3478,726.1141,0,0.0224,0,0,0,0,0,0,0,0,0,0.0199,0,0,0,0,0,0,0,0,0,
2.3479_310.418,2.3479,310.418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3479_880.4303,2.3479,880.4303,0,0,0,0,0.055,0,0.2231,0.1113,0.195,0,0,0.0659,0,0,0,0.056,0,0,0,0,0.0638,
2.348_835.2561,2.348,835.2561,0,0.016,0.0132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.348_671.3738,2.348,671.3738,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0261,0,0,0.0579,0,0,0,0,
2.3483_747.4803,2.3483,747.4803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3483_707.1755,2.3483,707.1755,0,0,0,0,0,0,0,0,0,0,0.0403,0,0,0,0,0,0.0403,0,0,0,0,
2.3484_728.326,2.3484,728.326,0,0,0,0.2107,0.1936,0.0203,0,0.0265,0.1163,0.1286,0.156,0,0.0629,0.0793,0.1554,0.3135,0,0.2407,0,0.0214,0,
2.3485_992.7322,2.3485,992.7322,0,0.0186,0.0389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0386,0,0,0,
2.3485_822.4127,2.3485,822.4127,0,0.0622,0.1033,0.1853,0.1706,0,0.1888,0.1555,0.1626,0,0.1107,0.0773,0,0.1158,0,0.2814,0.5011,0.3563,0,0,0.2569,
2.3486_259.824,2.3486,259.824,0,0.0316,0,0,0,0,0,0,0,0,0,0,0.0325,0,0.0376,0.0621,0,0,0.0178,0.0362,0.0248,
2.3487_367.9819,2.3487,367.9819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0229,0,0,0,0,
2.3487_139.2605,2.3487,139.2605,0.0767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0708,0,0.0448,0,0,
2.3489_482.0645,2.3489,482.0645,0,0,0,0,0,0,0,0.0252,0,0,0,0,0.0261,0,0,0,0,0,0,0,0,
2.3492_758.2663,2.3492,758.2663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3492_675.0275,2.3492,675.0275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3493_854.2448,2.3493,854.2448,0,0,0,0,0,0,0.0648,0,0,0.033,0,0,0,0,0,0,0.0429,0,0,0,0,
2.3495_672.1924,2.3495,672.1924,0,0,0,0.043,0.1048,0,0.0638,0,0,0.0646,0,0.0655,0.0613,0.0544,0.0503,0,0.2027,0.1277,0.0493,0,0.0237,
2.3498_178.8857,2.3498,178.8857,0,0,0,0,0,0.0493,0,0,0,0.0375,0,0,0,0,0.0399,0,0,0,0,0,0,
2.3498_256.1161,2.3498,256.1161,0,0,0,0,0,0,0,0.0472,0,0,0,0,0,0.0348,0,0,0.0636,0,0.071,0,0,
2.3499_773.1264,2.3499,773.1264,0,0,0,0,0,0,0,0.0601,0,0.0495,0,0,0,0,0,0,0,0,0,0,0,
2.35_623.0579,2.35,623.0579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3502_539.7405,2.3502,539.7405,0,0,0.0194,0,0,0,0,0,0,0,0.042,0.0361,0,0,0,0,0,0,0,0.0175,0.0511,
2.3503_725.2268,2.3503,725.2268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3503_888.7587,2.3503,888.7587,0.0289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0421,0,0,0,0,0,0,
2.3504_864.1233,2.3504,864.1233,0,0,0,0,0,0.058,0,0,0,0,0,0,0,0,0,0,0,0.0158,0,0,0,
2.3505_590.0433,2.3505,590.0433,0,0,0,0,0,0,0,0,0,0,0,0.0402,0,0.0184,0,0,0,0,0,0,0,
2.3506_256.1734,2.3506,256.1734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0128,
2.3509_665.3729,2.3509,665.3729,0,0.055,0,0,0,0,0,0,0.0349,0,0,0,0,0,0,0,0,0,0,0,0,
2.3511_909.5913,2.3511,909.5913,0.0197,0,0,0,0.1179,0,0.0624,0,0,0,0.0218,0,0,0,0,0.0869,0,0.1235,0,0,0,
2.3513_957.4646,2.3513,957.4646,0,0,0,0,0,0,0,0.0119,0,0,0,0,0.0198,0.0178,0,0,0,0,0,0.0136,0,
2.3515_643.1568,2.3515,643.1568,0,0,0,0,0.0157,0.0131,0,0,0,0.0502,0,0,0,0,0,0,0,0,0,0,0.1047,
2.3516_709.365,2.3516,709.365,0,0.0425,0,0,0.0357,0.0423,0.0662,0.0416,0.0463,0,0,0.0639,0.0445,0,0.0463,0,0.099,0.1061,0.0604,0.1027,0.1398,
2.3518_891.3709,2.3518,891.3709,0,0,0,0,0,0,0,0,0,0,0.0232,0,0,0,0,0,0,0,0,0,0,
2.3519_982.1709,2.3519,982.1709,0.0257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0348,0,0,0,0.0507,
2.3519_732.4001,2.3519,732.4001,0,0,0.0704,0,0.0366,0,0,0,0.0304,0,0.0514,0,0,0.0204,0,0,0,0.0297,0,0.0688,0,
2.352_494.0132,2.352,494.0132,0.1156,0,0,0.0837,0,0,0,0,0,0.0284,0,0,0,0,0.0272,0,0.0451,0.0666,0,0,0,
2.3521_244.578,2.3521,244.578,0,0.0434,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3521_852.2317,2.3521,852.2317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1214,
2.3521_956.215,2.3521,956.215,0,0,0,0,0,0,0.1276,0.0199,0,0,0,0,0.124,0.0332,0,0,0,0,0,0,0,
2.3523_504.5875,2.3523,504.5875,0,0.0228,0,0,0,0,0,0,0,0,0,0,0,0.0418,0,0,0,0,0,0,0,
2.3526_554.1575,2.3526,554.1575,0,0.6947,0.5087,0.1892,0,0,0,0.8761,0.7587,0.5057,0.0424,0.1149,0.5228,0.9221,0.987,0.1197,0.271,0.2371,1.0157,0,0,
2.3529_852.0464,2.3529,852.0464,0,0,0,0,0,0.0135,0,0,0,0,0,0,0.0153,0,0,0,0,0,0,0,0,
2.3529_504.3746,2.3529,504.3746,0,0.0285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.3529_710.3733,2.3529,710.3733,0,0,0,0,0,0,0,0.0217,0,0,0,0,0,0,0,0,0,0,0.027,0,0,
2.353_197.6699,2.353,197.6699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2.353_348.5852,2.353,348.5852,0,0,0,0.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147,0,0.04,0,
2.3536_532.6585,2.3536,532.6585,0,0,0,0,0,0,0,0.0819,0,0.0223,0.0392,0,0,0,0,0,0,0,0,0,0,
2.3537_635.0657,2.3537,635.0657,0,0,0,0,0,0,0,0,0,0,0,0,0.0342,0,0,0,0,0,0.0571,0,0,
2.3539_298.6919,2.3539,298.6919,0.017,0,0,0,0,0,0,0,0,0.0144,0,0,0,0,0,0,0,0.0145,0,0,0,
2.3541_816.315,2.3541,816.315,0,0,0,0,0.0402,0,0,0,0,0,0,0,0.0398,0,0,0,0,0,0,0,0,
2.3542_947.2163,2.3542,947.2163,0.0488,0,0.0828,0,0,0,0,0,0,0,0,0.0592,0.1237,0.1018,0.1362,0.0949,0.0659,0,0,0,0,
2.3545_327.5685,2.3545,327.5685,0,0.0188,0,0,0,0,0,0,0,0,0.0555,0,0,0,0,0,0,0.0177,0,0,0,
